Campaign Name,Goal,Total Results,Cost per Result,Impressions,eCPM,Clicks,CPC (USD),CTR,Amount Spent (USD),Currency
ChronicLife_Validation_Experiment_v1,,0,0.0,23229,1.01,80,0.29,0.003443970898445908,23.51535
ChronicLife_Validation_Experiment_v2,,0,0.0,30339,0.41,124,0.1,0.004087148554665612,12.574944
ChronicLife_Validation_Experiment_v3,,0,0.0,62261,0.72,435,0.1,0.006986717206598031,44.709529
Prediction_depth_test_v3,,0,0.0,15483,1.24,114,0.17,0.007362914163921721,19.222947
Prediction_depth_test_v3,,0,0.0,13167,1.21,52,0.31,0.003949267107161844,15.933054
